,count,POS_Tag,word,PMI_Negative,SOW,PMI_Positive,tag
34022,2,VBN,rusticated,,-1.28540636591,-1.28540636591,1
34026,1,JJ,uptious,,-1.28540636591,-1.28540636591,1
34027,1,VBN,splotched,,-1.28540636591,-1.28540636591,1
34038,75,RB,realistically,-1.44457193572,-0.821725607242,-2.26629754296,1
34048,8,RB,wistfully,-2.42520661085,0.724762745664,-1.70044386519,1
34058,43,JJ,environmental,-1.7640085243,-0.247222878166,-2.01123140247,1
34060,52,RB,sporadically,-1.12564632899,-1.53827166017,-2.66391798916,1
34066,50,JJ,franktuary,-1.82113528718,-0.153930958114,-1.9750662453,1
34068,1,JJ,undanceable,-0.425206610853,0.425206610853,,1
34077,1,VBG,accommading,,-1.28540636591,-1.28540636591,1
34088,595,JJR,greater,-1.90048548265,-0.028019553965,-1.92850503661,1
34090,5,VB,inlove,-2.74713470574,1.13980024494,-1.6073344608,1
34100,15,VBG,patting,-1.16217220502,-1.44516225578,-2.6073344608,1
34110,1,JJ,iive,-0.425206610853,0.425206610853,,1
34118,2,JJ,pectoral,,-1.28540636591,-1.28540636591,1
34125,3,JJ,eurasian,,-1.28540636591,-1.28540636591,1
34128,1,VBG,mooring,,-1.28540636591,-1.28540636591,1
34131,2,VBN,hazed,-0.425206610853,0.425206610853,,1
34141,1,VBG,dusgusting,-0.425206610853,0.425206610853,,1
34152,1,RB,foodthere,,-1.28540636591,-1.28540636591,1
34153,5,VBG,heartening,-2.74713470574,1.13980024494,-1.6073344608,1
34156,1,VBN,overpowerered,-0.425206610853,0.425206610853,,1
34167,1,JJ,unwalkable,,-1.28540636591,-1.28540636591,1
34180,18,VBN,rusted,-0.787776690238,-2.66755467711,-3.45533136735,1
34181,1,RB,primally,,-1.28540636591,-1.28540636591,1
34200,1,VBG,knumbing,-0.425206610853,0.425206610853,,1
34203,10,VBN,thrived,-1.42520661085,-0.860199755057,-2.28540636591,1
34206,37,VBN,restocked,-1.17522835784,-1.41274077809,-2.58796913593,1
34215,2,JJ,asianish,-1.42520661085,-0.860199755057,-2.28540636591,1
34220,27,VBN,misguided,-1.37273919096,-0.967114958974,-2.33985414993,1
34223,2,RB,embarrasingly,-1.42520661085,-0.860199755057,-2.28540636591,1
34226,3,RB,knowledgably,,-1.28540636591,-1.28540636591,1
34233,6,VBN,overruled,-1.01016911157,-1.86019975506,-2.87036886663,1
34235,27,JJ,untrue,-1.37273919096,-0.967114958974,-2.33985414993,1
34241,695,JJ,national,-1.66640343363,-0.412413673439,-2.07881710707,1
34245,96,VBG,yearning,-2.05597280119,0.207971747584,-1.8480010536,1
34246,1,JJ,scholastic,-0.425206610853,0.425206610853,,1
34250,65,VBN,refrained,-1.64021950182,-0.458101311486,-2.09832081331,1
34259,12,VBN,exploited,-1.68824101669,-0.374772927887,-2.06301394457,1
34267,1,RB,straightly,-0.425206610853,0.425206610853,,1
34273,1,RB,conspiratorily,,-1.28540636591,-1.28540636591,1
34275,2,VBN,pursed,-1.42520661085,-0.860199755057,-2.28540636591,1
34278,89,JJ,colombian,-1.94674373143,0.0435849296836,-1.90315880175,1
34283,1,RB,absoolutely,,-1.28540636591,-1.28540636591,1
34285,1,RB,insouciantly,,-1.28540636591,-1.28540636591,1
34293,4,RB,grumbly,-1.42520661085,-0.860199755057,-2.28540636591,1
34296,221,JJ,optional,-2.43174945672,0.733479962765,-1.69826949395,1
34298,1,RB,possily,-0.425206610853,0.425206610853,,1
34311,1,VBG,deriding,-0.425206610853,0.425206610853,,1
34313,38,VBN,conquered,-2.50320912285,0.827856238628,-1.67535288423,1
34317,1,VBN,luminated,,-1.28540636591,-1.28540636591,1
34318,518,JJ,glorious,-2.82730505442,1.23933591849,-1.58796913593,1
34319,1,VBG,effacing,,-1.28540636591,-1.28540636591,1
34321,1,VBG,spazzing,-0.425206610853,0.425206610853,,1
34322,1,JJ,hopalious,,-1.28540636591,-1.28540636591,1
34323,1,JJ,unventilated,-0.425206610853,0.425206610853,,1
34328,1,JJ,unhygeinic,,-1.28540636591,-1.28540636591,1
34329,28,JJ,yuppy,-2.23256153291,0.46172833983,-1.77083319308,1
34330,53,VBN,leaked,-0.795575060798,-2.63278925895,-3.42836431975,1
34332,79,VBG,earning,-1.44358514017,-0.823673879032,-2.2672590192,1
34352,1,VBG,fiquireing,-0.425206610853,0.425206610853,,1
34357,60,RB,belvedere,-2.74713470574,1.13980024494,-1.6073344608,1
34358,108,JJ,unedible,-0.536237923242,-4.50405594483,-5.04029386807,1
34360,1,RB,touristly,-0.425206610853,0.425206610853,,1
34371,1,VBN,emminated,,-1.28540636591,-1.28540636591,1
34372,39,JJ,atmospheric,-1.54068382827,-0.637807333721,-2.17849116199,1
34391,16,JJ,likable,-1.6178516888,-0.497629675672,-2.11548136447,1
34399,1,VBN,preepared,,-1.28540636591,-1.28540636591,1
34405,1,RB,likably,,-1.28540636591,-1.28540636591,1
34414,24,VBG,progressing,-2.42520661085,0.724762745664,-1.70044386519,1
34415,55,JJ,indistinguishable,-0.88463822949,-2.27523725434,-3.15987548383,1
34418,1,JJ,horendous,,-1.28540636591,-1.28540636591,1
34419,17,VBD,shreded,-1.34274445066,-1.0301247565,-2.37286920716,1
34428,1,VBN,woodgrained,,-1.28540636591,-1.28540636591,1
34432,1,VBN,winterized,,-1.28540636591,-1.28540636591,1
34445,1,VBG,distusting,-0.425206610853,0.425206610853,,1
34453,147,VBN,overshadowed,-1.33947673683,-1.03707751714,-2.37655425397,1
34454,1,VBN,dimlitted,,-1.28540636591,-1.28540636591,1
34455,1,JJ,awwthentic,,-1.28540636591,-1.28540636591,1
34458,13,VBN,supercharged,-1.54068382827,-0.637807333721,-2.17849116199,1
34464,1,VBN,reccommed,,-1.28540636591,-1.28540636591,1
34468,24,VBN,fixated,-2.01016911157,0.139800244943,-1.87036886663,1
34478,1,JJ,unmurky,,-1.28540636591,-1.28540636591,1
34489,1,VBN,butterfied,,-1.28540636591,-1.28540636591,1
34498,1,JJ,cybernetic,-0.425206610853,0.425206610853,,1
34501,1,RB,questionhere,,-1.28540636591,-1.28540636591,1
34502,10,JJ,unaccustomed,-1.42520661085,-0.860199755057,-2.28540636591,1
34504,1806,VBN,raved,-1.85792638769,-0.0950456168063,-1.9529720045,1
34529,2,RB,raucously,-0.425206610853,0.425206610853,,1
34534,4,RB,incompletely,-0.425206610853,0.425206610853,,1
34539,8,JJ,porous,-1.10327851597,-1.59716534922,-2.70044386519,1
34542,17,VBN,discombobulated,-0.705314530046,-3.08259217639,-3.78790670644,1
34546,1,RB,awewsomely,,-1.28540636591,-1.28540636591,1
34549,1,VBG,transplanting,,-1.28540636591,-1.28540636591,1
34552,1,VBN,privatized,-0.425206610853,0.425206610853,,1
34559,47,VBN,tenderized,-1.07290486692,-1.67962750942,-2.75253237634,1
34567,1,VBN,aforeparised,,-1.28540636591,-1.28540636591,1
34568,1,JJ,debauchary,-0.425206610853,0.425206610853,,1
34569,15,VBN,whined,-2.33209720646,0.59923186358,-1.73286534288,1
34577,1,RB,ballistically,,-1.28540636591,-1.28540636591,1
34589,7,JJ,ese,-1.64759903219,-0.445162255778,-2.09276128797,1
34593,7,RB,apathetically,-0.910633438023,-2.18212784994,-3.09276128797,1
34606,2,VBG,overfeeding,-0.425206610853,0.425206610853,,1
34613,3,VBN,paned,,-1.28540636591,-1.28540636591,1
34614,241,VBD,snapped,-0.945778524304,-2.06269261896,-3.00847114326,1
34615,1,VBG,engendering,-0.425206610853,0.425206610853,,1
34621,1,VBG,deriving,,-1.28540636591,-1.28540636591,1
34622,1,VBG,channelling,,-1.28540636591,-1.28540636591,1
34625,2,VBG,distilling,,-1.28540636591,-1.28540636591,1
34626,1,RB,ethereally,,-1.28540636591,-1.28540636591,1
34627,49,RB,smartly,-1.95245361372,0.0523374036925,-1.90011621003,1
34635,30,VBG,romancing,-2.5247422844,0.856007278942,-1.66873500546,1
34641,152,RB,obnoxiously,-1.24686936959,-1.2420703904,-2.48893976,1
34644,118,VBN,rendered,-1.50049473816,-0.713358366728,-2.21385310489,1
34657,1,JJ,untossed,-0.425206610853,0.425206610853,,1
34678,113,VBN,enticed,-1.54494585513,-0.629902135635,-2.17484799076,1
34680,1,VBG,hoodwinking,,-1.28540636591,-1.28540636591,1
34688,6809,VB,buy,-1.56784677879,-0.587762094735,-2.15560887352,1
34717,7,RB,frugally,-2.23256153291,0.46172833983,-1.77083319308,1
34725,3,JJ,youch,-1.01016911157,-1.86019975506,-2.87036886663,1
34734,1,VBG,plumming,-0.425206610853,0.425206610853,,1
34755,65,JJ,virtual,-1.40318030452,-0.904593874416,-2.30777417894,1
34758,88,JJ,forgivable,-1.02665723436,-1.81129015458,-2.83794738894,1
34776,3,RB,gaudily,,-1.28540636591,-1.28540636591,1
34782,1,VBG,reconstituting,-0.425206610853,0.425206610853,,1
34797,1,JJ,deliiiiicious,,-1.28540636591,-1.28540636591,1
34800,6,JJ,vegaterian,-3.01016911157,1.46172833983,-1.54844077174,1
34803,29,VBN,augmented,-2.47583268392,0.791876941523,-1.6839557424,1
34804,3,JJ,unionized,-1.01016911157,-1.86019975506,-2.87036886663,1
34806,1,VBN,bummered,-0.425206610853,0.425206610853,,1
34808,108,VBG,growling,-1.68824101669,-0.374772927887,-2.06301394457,1
34810,17,RB,incredulously,-0.605778856495,-3.76709035067,-4.37286920716,1
34813,1,JJ,dellicious,,-1.28540636591,-1.28540636591,1
34817,1,JJ,uppetty,-0.425206610853,0.425206610853,,1
34842,5,VBN,placated,-0.74713470574,-2.86019975506,-3.6073344608,1
34846,1,RB,evere,-0.425206610853,0.425206610853,,1
34853,1,RB,unfrortunately,,-1.28540636591,-1.28540636591,1
34854,63,VBN,softened,-2.08055843947,0.244136904758,-1.83642153471,1
34858,1,JJ,leeevable,-0.425206610853,0.425206610853,,1
34864,2,JJ,reciprocal,,-1.28540636591,-1.28540636591,1
34870,1,RB,latently,-0.425206610853,0.425206610853,,1
34876,2,RB,awefully,-0.425206610853,0.425206610853,,1
34884,1,VBN,picketed,,-1.28540636591,-1.28540636591,1
34889,1,JJ,enoyable,,-1.28540636591,-1.28540636591,1
34893,1,VBG,aaammazzing,,-1.28540636591,-1.28540636591,1
34897,2,VBN,enumerated,,-1.28540636591,-1.28540636591,1
34911,1,RB,queenly,-0.425206610853,0.425206610853,,1
34916,1,VBN,menlted,,-1.28540636591,-1.28540636591,1
34934,593,VBN,stared,-0.813727665353,-2.55428397816,-3.36801164351,1
34959,123,VBN,proportioned,-2.08231889733,0.246715448859,-1.83560344847,1
34965,1,JJ,monogamous,,-1.28540636591,-1.28540636591,1
34966,11,RB,deere,-2.88463822949,1.30972524639,-1.57491298311,1
34967,3,VBG,faulting,-2.01016911157,0.139800244943,-1.87036886663,1
34981,198,RB,visibly,-0.705835076701,-3.07964489234,-3.78547996904,1
34983,486,JJ,visible,-1.26255627321,-1.20619560991,-2.46875188311,1
34999,1,JJ,expertiese,,-1.28540636591,-1.28540636591,1
35015,2,VBD,acceded,-0.425206610853,0.425206610853,,1
35017,33,JJ,microwavable,-1.01016911157,-1.86019975506,-2.87036886663,1
35023,34,JJ,uncleaned,-0.558473141716,-4.22943356472,-4.78790670644,1
35030,1,JJ,ecenomical,-0.425206610853,0.425206610853,,1
35061,48,JJ,joyous,-1.68824101669,-0.374772927887,-2.06301394457,1
35068,1,VBN,pumpdizzled,-0.425206610853,0.425206610853,,1
35096,52,JJ,rambunctious,-2.31829140694,0.580372836329,-1.73791857061,1
35099,1,VBN,desirered,,-1.28540636591,-1.28540636591,1
35101,1,VBN,amaricanized,-0.425206610853,0.425206610853,,1
35121,27,VBG,tsing,-2.01016911157,0.139800244943,-1.87036886663,1
35124,5,VBN,sprinked,-0.74713470574,-2.86019975506,-3.6073344608,1
35130,1,VBN,deliviered,-0.425206610853,0.425206610853,,1
35141,6,RB,strangly,-1.01016911157,-1.86019975506,-2.87036886663,1
35150,1,JJ,loungish,,-1.28540636591,-1.28540636591,1
35166,2,JJ,huevous,,-1.28540636591,-1.28540636591,1
35175,3,JJ,urned,-2.01016911157,0.139800244943,-1.87036886663,1
35189,150,RB,aesthetically,-1.87266558782,-0.0717038602508,-1.94436944808,1
35190,1,RB,contiually,,-1.28540636591,-1.28540636591,1
35205,11,RB,bearly,-0.425206610853,0.425206610853,,1
35209,3,JJ,chuch,-2.01016911157,0.139800244943,-1.87036886663,1
35210,9233,VBG,filling,-2.13273421433,0.319952159886,-1.81278205444,1
35214,2,RB,wantonly,-1.42520661085,-0.860199755057,-2.28540636591,1
35218,209,VBG,lasting,-1.5627101346,-0.597165349223,-2.15987548383,1
35219,3,RB,assumingly,-0.425206610853,0.425206610853,,1
35230,33,VBG,fussing,-1.22167321677,-1.30077234644,-2.52244556321,1
35238,1,JJ,chernoble,-0.425206610853,0.425206610853,,1
35255,1,VBN,trumpeted,-0.425206610853,0.425206610853,,1
35261,119886,VBD,got,-1.48634034174,-0.740417847378,-2.22675818912,1
35271,1,VBG,wursing,-0.425206610853,0.425206610853,,1
35273,1,VBG,trowling,,-1.28540636591,-1.28540636591,1
35278,51,VBD,scoped,-1.5126694521,-0.690274753615,-2.20294420572,1
35296,1,VB,knacken,-0.425206610853,0.425206610853,,1
35298,5,VBN,labored,-1.16217220502,-1.44516225578,-2.6073344608,1
35305,2,JJ,unpitted,,-1.28540636591,-1.28540636591,1
35306,13,VBG,cooperating,-1.80371823411,-0.182127849944,-1.98584608405,1
35313,14529,RB,already,-1.45561195097,-0.800016674635,-2.25562862561,1
35315,2,VBD,walloped,,-1.28540636591,-1.28540636591,1
35321,1,VBG,ruffling,,-1.28540636591,-1.28540636591,1
35325,4,JJ,tazmanian,-2.42520661085,0.724762745664,-1.70044386519,1
35349,5,JJ,ballistic,-1.16217220502,-1.44516225578,-2.6073344608,1
35351,1,VBN,desacramentalized,,-1.28540636591,-1.28540636591,1
35358,2,VBG,preheating,-0.425206610853,0.425206610853,,1
35366,51094,VBD,took,-1.19705745939,-1.35948152171,-2.5565389811,1
35369,1,VBG,narcing,-0.425206610853,0.425206610853,,1
35375,215,JJ,unsanitary,-0.573486618255,-4.06779517447,-4.64128179272,1
35376,4,VBN,abated,-2.42520661085,0.724762745664,-1.70044386519,1
35379,1,JJ,obssessive,,-1.28540636591,-1.28540636591,1
35385,1,JJ,bisous,,-1.28540636591,-1.28540636591,1
35387,2,RB,reslly,,-1.28540636591,-1.28540636591,1
35398,1,RB,unbeilevably,-0.425206610853,0.425206610853,,1
35403,7683,VBG,talking,-1.37701074164,-0.958257376888,-2.33526811853,1
35404,39,VBN,homecooked,-2.71060882972,1.09399655533,-1.61661227439,1
35407,11,RB,staggeringly,-2.88463822949,1.30972524639,-1.57491298311,1
35411,1,VBN,backdated,,-1.28540636591,-1.28540636591,1
35412,1,VBG,continuning,,-1.28540636591,-1.28540636591,1
35414,1,JJ,drinklocal,,-1.28540636591,-1.28540636591,1
35418,2,VBG,stargazing,,-1.28540636591,-1.28540636591,1
35427,3,VBG,douching,,-1.28540636591,-1.28540636591,1
35428,80,VBN,reversed,-0.965774992216,-1.99770327881,-2.96347827102,1
35434,1,JJ,miniscual,-0.425206610853,0.425206610853,,1
35438,7,JJ,visionary,,-1.28540636591,-1.28540636591,1
35439,10,RB,rumbly,-1.16217220502,-1.44516225578,-2.6073344608,1
35442,34,JJ,rumble,-1.60577885649,-0.519162837222,-2.12494169372,1
35455,1,VBN,txted,,-1.28540636591,-1.28540636591,1
35459,1,VBG,pearling,,-1.28540636591,-1.28540636591,1
35461,2,RB,ormally,,-1.28540636591,-1.28540636591,1
35479,5,VB,reorganize,-0.425206610853,0.425206610853,,1
35498,2,VBG,explaning,-1.42520661085,-0.860199755057,-2.28540636591,1
35499,12,JJ,vegitable,-2.01016911157,0.139800244943,-1.87036886663,1
35500,3,RB,studiously,-0.425206610853,0.425206610853,,1
35503,1,VBN,bostonized,,-1.28540636591,-1.28540636591,1
35505,1,RB,norristown,,-1.28540636591,-1.28540636591,1
35513,2,VBN,constricted,,-1.28540636591,-1.28540636591,1
35529,23,VBG,understaffing,-0.626840472023,-3.59716534922,-4.22400582125,1
35531,35,VBN,interspersed,-2.38456462636,0.670314961642,-1.71424966471,1
35539,1,VBG,thwarting,,-1.28540636591,-1.28540636591,1
35546,1,VBG,scambling,,-1.28540636591,-1.28540636591,1
35549,5,VBN,demented,-1.74713470574,-0.275237254336,-2.02237196008,1
35555,75,VBG,discriminating,-1.33209720646,-1.052844833,-2.38494203946,1
35559,1,VBG,yumming,,-1.28540636591,-1.28540636591,1
35560,2,VBN,amalgamated,-1.42520661085,-0.860199755057,-2.28540636591,1
35562,1,RB,ellse,,-1.28540636591,-1.28540636591,1
35564,17,VBG,interviewing,-1.5126694521,-0.690274753615,-2.20294420572,1
35577,3,VBG,hoofing,-2.01016911157,0.139800244943,-1.87036886663,1
35580,1,RB,unoffensively,,-1.28540636591,-1.28540636591,1
35588,4,RB,bashfully,-2.42520661085,0.724762745664,-1.70044386519,1
35590,8,VBG,flowering,-2.42520661085,0.724762745664,-1.70044386519,1
35592,12,VBG,unaccomodating,-0.550737492937,-4.31963137369,-4.87036886663,1
35593,1265,VB,improve,-1.05064818093,-1.74201832871,-2.79266650964,1
35605,2,VBN,louvered,,-1.28540636591,-1.28540636591,1
35608,567,VBN,layered,-2.46388707902,0.776109625664,-1.68777745335,1
35609,3,VBN,maitred,-2.01016911157,0.139800244943,-1.87036886663,1
35620,1,RB,amaaaaaaaazingly,,-1.28540636591,-1.28540636591,1
35624,2,VBN,reveived,-0.425206610853,0.425206610853,,1
35629,1,RB,factthat,,-1.28540636591,-1.28540636591,1
35631,1,VB,onpen,,-1.28540636591,-1.28540636591,1
35637,3,JJ,lactic,-1.01016911157,-1.86019975506,-2.87036886663,1
35641,13,VBN,trampled,-1.54068382827,-0.637807333721,-2.17849116199,1
35666,1,VBN,suppsed,-0.425206610853,0.425206610853,,1
35667,1,VBN,lessed,-0.425206610853,0.425206610853,,1
35672,1,VBG,nobing,-0.425206610853,0.425206610853,,1
35677,3,VBG,duping,-2.01016911157,0.139800244943,-1.87036886663,1
35701,1,JJ,sacrilicious,,-1.28540636591,-1.28540636591,1
35711,25,JJ,utilitarian,-1.16217220502,-1.44516225578,-2.6073344608,1
35712,1376,JJ,complex,-2.11000437915,0.28707650744,-1.82292787171,1
35717,20372,JJ,several,-1.65902215568,-0.425230756736,-2.08425291242,1
35722,18,VBG,pampering,-2.5951316123,0.947155167,-1.64797644529,1
35723,24,VBG,twiddling,-0.550737492937,-4.31963137369,-4.87036886663,1
35728,1,VBN,strted,-0.425206610853,0.425206610853,,1
35729,1,VBG,poisonining,-0.425206610853,0.425206610853,,1
35730,4,VBG,constricting,-1.42520661085,-0.860199755057,-2.28540636591,1
35733,2,VBG,miscalculating,-0.425206610853,0.425206610853,,1
35734,2,VBG,smokiing,-1.42520661085,-0.860199755057,-2.28540636591,1
35735,1,VBN,teceived,-0.425206610853,0.425206610853,,1
35744,1,RB,jarringly,-0.425206610853,0.425206610853,,1
35751,1,VBG,karing,,-1.28540636591,-1.28540636591,1
35752,1,RB,apprentally,-0.425206610853,0.425206610853,,1
35756,7,RB,atmospehere,-1.64759903219,-0.445162255778,-2.09276128797,1
35771,1,RB,compleately,,-1.28540636591,-1.28540636591,1
35774,1,VBG,shazaming,,-1.28540636591,-1.28540636591,1
35780,119,VBN,defrosted,-0.73506187344,-2.92160029972,-3.65666217316,1
35787,1,VBG,wearling,,-1.28540636591,-1.28540636591,1
35794,1,VBG,rainsing,,-1.28540636591,-1.28540636591,1
35795,2,VBN,italianized,-1.42520661085,-0.860199755057,-2.28540636591,1
35796,2,VBN,eroded,-0.425206610853,0.425206610853,,1
35802,1,JJ,enal,,-1.28540636591,-1.28540636591,1
35804,3,VBN,shipwrecked,,-1.28540636591,-1.28540636591,1
35806,3374,RB,apart,-1.36655239313,-0.979994267592,-2.34654666072,1
35810,16,VBN,intertwined,-2.10327851597,0.277303768693,-1.82597474727,1
35817,1,VBG,kiling,-0.425206610853,0.425206610853,,1
35820,130,RB,gristly,-0.74713470574,-2.86019975506,-3.6073344608,1
35834,1,VBG,enrolling,,-1.28540636591,-1.28540636591,1
35847,19,VBN,embodied,-2.6731341243,1.04669084055,-1.62644328375,1
35870,1,RB,regiously,-0.425206610853,0.425206610853,,1
35887,2,JJ,raisonnable,,-1.28540636591,-1.28540636591,1
35891,480,VBN,garnished,-2.30972939343,0.568643543747,-1.74108584969,1
35914,6,VBN,cocktailed,-1.42520661085,-0.860199755057,-2.28540636591,1
35921,1,JJ,tendonous,-0.425206610853,0.425206610853,,1
35924,2,RB,espicially,-1.42520661085,-0.860199755057,-2.28540636591,1
35935,13,VBG,peppering,-1.54068382827,-0.637807333721,-2.17849116199,1
35953,562,JJ,unpretentious,-3.23770483619,1.73076148629,-1.5069433499,1
35955,3,JJ,nive,-2.01016911157,0.139800244943,-1.87036886663,1
35957,206,RB,purposely,-0.992766065313,-1.91305163732,-2.90581770264,1
35972,1,JJ,phantasmagorical,,-1.28540636591,-1.28540636591,1
35979,1,JJ,lisious,,-1.28540636591,-1.28540636591,1
35980,132,VBN,nodded,-0.993867299245,-1.90966843132,-2.90353573057,1
35987,20,VBG,heartwarming,-3.16217220502,1.64230058547,-1.51987161955,1
35993,4,VBN,gelatinized,-0.425206610853,0.425206610853,,1
35998,1,VBG,mustering,-0.425206610853,0.425206610853,,1
36003,1,VBG,degrating,-0.425206610853,0.425206610853,,1
36004,3,VBN,pelted,-2.01016911157,0.139800244943,-1.87036886663,1
36012,2,VBG,awwwing,-1.42520661085,-0.860199755057,-2.28540636591,1
36022,122,RB,willingly,-1.52305393425,-0.670721956193,-2.19377589044,1
36028,1,RB,exactally,-0.425206610853,0.425206610853,,1
36033,1,JJ,uroulat,,-1.28540636591,-1.28540636591,1
36044,2,JJ,incestuous,-0.425206610853,0.425206610853,,1
36053,1,JJ,trepidatous,,-1.28540636591,-1.28540636591,1
36054,1,RB,quirkily,,-1.28540636591,-1.28540636591,1
36061,5,RB,reassuringly,,-1.28540636591,-1.28540636591,1
36074,1,VBN,bulled,-0.425206610853,0.425206610853,,1
36082,5,VBG,counseling,-2.74713470574,1.13980024494,-1.6073344608,1
36083,8,RB,absoultely,,-1.28540636591,-1.28540636591,1
36086,1,RB,approxamitly,-0.425206610853,0.425206610853,,1
36098,102,VBG,displaying,-1.77570385794,-0.227931539558,-2.00363539749,1
36101,1,VBG,transiting,-0.425206610853,0.425206610853,,1
36109,1,VBN,concisted,,-1.28540636591,-1.28540636591,1
36111,11,VBN,flowered,-1.5627101346,-0.597165349223,-2.15987548383,1
36118,3,RB,ridulously,-1.01016911157,-1.86019975506,-2.87036886663,1
36124,4,VBG,sizziling,-0.840244110132,-2.44516225578,-3.28540636591,1
36125,11,RB,broadly,-1.5627101346,-0.597165349223,-2.15987548383,1
36132,7,VBN,gringoized,-0.910633438023,-2.18212784994,-3.09276128797,1
36137,2,VBN,hatted,-0.425206610853,0.425206610853,,1
36138,4,JJ,autentic,,-1.28540636591,-1.28540636591,1
36140,24,VBG,roving,-2.01016911157,0.139800244943,-1.87036886663,1
36144,5,VBG,wainscoting,-1.16217220502,-1.44516225578,-2.6073344608,1
36145,1,VBD,denounced,,-1.28540636591,-1.28540636591,1
36146,2,VBG,witting,,-1.28540636591,-1.28540636591,1
36154,2,RB,awsomely,,-1.28540636591,-1.28540636591,1
36155,1,JJ,spendable,-0.425206610853,0.425206610853,,1
36166,14,VBN,intercepted,-0.773129914273,-2.73466887297,-3.50779878725,1
36176,1,VBN,tured,,-1.28540636591,-1.28540636591,1
36181,1,JJ,impecabble,,-1.28540636591,-1.28540636591,1
36183,1,JJS,mirlest,-0.425206610853,0.425206610853,,1
36191,1,RB,begrudingly,-0.425206610853,0.425206610853,,1
36199,1,VBG,enterring,,-1.28540636591,-1.28540636591,1
36200,1,JJ,unnacceptable,-0.425206610853,0.425206610853,,1
36208,17,VBN,dissipated,-1.19074135722,-1.37477292789,-2.5655142851,1
36212,1,JJ,gullian,-0.425206610853,0.425206610853,,1
36213,21,JJ,unidentified,-0.817524033632,-2.53827166017,-3.3557956938,1
36214,16,RB,pearly,-3.42520661085,1.947155167,-1.47805144385,1
36228,6,VBD,abounded,-2.01016911157,0.139800244943,-1.87036886663,1
36257,1,VBG,catcalling,,-1.28540636591,-1.28540636591,1
36258,1,JJ,hidious,,-1.28540636591,-1.28540636591,1
36261,10,VBG,rejuvenating,-2.16217220502,0.362192666279,-1.79997953874,1
36272,2,JJ,prophylactic,,-1.28540636591,-1.28540636591,1
36275,1,VBN,abutted,-0.425206610853,0.425206610853,,1
36288,5,JJ,fenomenal,,-1.28540636591,-1.28540636591,1
36292,2,VBG,misreading,-1.42520661085,-0.860199755057,-2.28540636591,1
36297,2,VBG,sonething,-1.42520661085,-0.860199755057,-2.28540636591,1
36298,1,VBG,disscribing,,-1.28540636591,-1.28540636591,1
36314,2,VBG,daming,-1.42520661085,-0.860199755057,-2.28540636591,1
36315,35,RB,deservedly,-2.96952712708,1.41281873935,-1.55670838773,1
36318,6,VBN,corrupted,-2.01016911157,0.139800244943,-1.87036886663,1
36321,11,VBN,garbled,-1.07728330743,-1.66755467711,-2.74483798455,1
36339,1,VBN,incapacited,-0.425206610853,0.425206610853,,1
36344,8,JJ,innumerable,-1.42520661085,-0.860199755057,-2.28540636591,1
36353,2,JJ,undefinable,-0.425206610853,0.425206610853,,1
36354,23,JJ,irrational,-1.0418779713,-1.76709035067,-2.80896832197,1
36356,2,VBG,maturing,-1.42520661085,-0.860199755057,-2.28540636591,1
36359,1,VBG,concering,,-1.28540636591,-1.28540636591,1
36372,8,RB,snottily,-0.425206610853,0.425206610853,,1
36376,2,JJ,spectral,-1.42520661085,-0.860199755057,-2.28540636591,1
36378,82,VBG,glancing,-1.29090551914,-1.14259948576,-2.4335050049,1
36387,11,VBN,undervalued,-1.29967572877,-1.12323416089,-2.42290988966,1
36400,193,VBN,blocked,-0.888380631176,-2.26156231744,-3.14994294861,1
36402,1,JJ,bacan,,-1.28540636591,-1.28540636591,1
36405,1,VBN,orgazined,-0.425206610853,0.425206610853,,1
36415,1,RB,espceially,,-1.28540636591,-1.28540636591,1
36416,1,VBN,swaggled,,-1.28540636591,-1.28540636591,1
36417,71,VBN,coordinated,-2.40502872892,0.697795698064,-1.70723303085,1
36427,4,VBN,appraised,-1.42520661085,-0.860199755057,-2.28540636591,1
36431,166,VBN,warranted,-1.18553619808,-1.38744675792,-2.57298295601,1
36436,9,VBN,feathered,-1.5951316123,-0.53827166017,-2.13340327247,1
36455,2,VBN,neutered,-0.425206610853,0.425206610853,,1
36456,1,VBG,inaugurating,,-1.28540636591,-1.28540636591,1
36458,1,VBN,overcomplicated,,-1.28540636591,-1.28540636591,1
36459,39,VBN,weighted,-1.38868073483,-0.934200336501,-2.32288107133,1
36460,1,VBN,pillaged,,-1.28540636591,-1.28540636591,1
36474,1,VBG,adveryising,-0.425206610853,0.425206610853,,1
36476,776,RB,ultimately,-1.16713845791,-1.43277853132,-2.59991698923,1
36479,104,RB,coincidentally,-1.66621471036,-0.412740778086,-2.07895548844,1
36488,1,VBG,unrefreshing,-0.425206610853,0.425206610853,,1
36493,1,VBG,alasking,-0.425206610853,0.425206610853,,1
36498,1,JJ,unlusted,,-1.28540636591,-1.28540636591,1
36513,16,JJ,nightmarish,-1.25528160941,-1.22276983444,-2.47805144385,1
36519,1,VBG,duling,-0.425206610853,0.425206610853,,1
36525,74,VBN,deceived,-1.46473497504,-0.782197243056,-2.2469322181,1
36529,3,JJ,neese,,-1.28540636591,-1.28540636591,1
36533,37,VBN,divorced,-1.2423425537,-1.25251717784,-2.49485973154,1
