word,PMI_Positive,PMI_Negative,SOW,count,POS_Tag,tag
emulating,-1.162172205,-2.607334461,1.445162256,5,VBG,1
indicted,-1.747134706,-2.02237196,0.275237254,5,VBN,1
satisfying,-0.894764955,-3.133213332,2.238448377,3038,VBG,1
sloooooowed,,-1.285406366,1.285406366,1,VBN,1
permeated,-1.734534669,-2.030833539,0.29629887,57,VBN,1
reluctantlly,-0.425206611,,-0.425206611,1,RB,1
seasian,,-1.285406366,1.285406366,1,JJ,1
osphere,,-1.285406366,1.285406366,1,RB,1
feeeling,-1.425206611,-2.285406366,0.860199755,2,VBG,1
perplexingly,,-1.285406366,1.285406366,1,RB,1
sherded,,-1.285406366,1.285406366,1,VBD,1
tatsing,-0.425206611,,-0.425206611,2,VBG,1
deflavorizing,,-1.285406366,1.285406366,1,VBG,1
besotted,-1.425206611,-2.285406366,0.860199755,2,VBN,1
procedural,,-1.285406366,1.285406366,1,JJ,1
considering,-1.33023926,-2.387068341,1.05682908,7760,VBG,1
entranced,-0.70531453,-3.787906706,3.082592176,17,VBN,1
wobbly,-1.581325813,-2.14454383,0.563218017,156,RB,1
capably,-0.84024411,-3.285406366,2.445162256,8,RB,1
lustily,,-1.285406366,1.285406366,1,RB,1
apable,,-1.285406366,1.285406366,1,JJ,1
flippen,-1.010169112,-2.870368867,1.860199755,3,VB,1
plastering,-0.910633438,-3.092761288,2.18212785,7,VBG,1
inediable,-2.010169112,-1.870368867,-0.139800245,3,JJ,1
loosing,-2.312731882,-1.739972229,-0.572759652,74,VBG,1
droided,,-1.285406366,1.285406366,1,VBN,1
visitted,-0.425206611,,-0.425206611,2,VBN,1
bulous,-0.425206611,,-0.425206611,1,JJ,1
comerical,-0.425206611,,-0.425206611,1,JJ,1
extended,-1.243302032,-2.493601384,1.250299353,573,VBN,1
expended,-1.273203517,-2.455331367,1.18212785,9,VBN,1
bittered,-1.425206611,-2.285406366,0.860199755,2,VBN,1
semitic,-1.425206611,-2.285406366,0.860199755,2,JJ,1
slanging,-1.425206611,-2.285406366,0.860199755,2,VBG,1
stunted,-1.010169112,-2.870368867,1.860199755,3,VBN,1
admonishing,-2.425206611,-1.700443865,-0.724762746,4,VBG,1
sashimiing,-0.425206611,,-0.425206611,1,VBG,1
convened,-2.010169112,-1.870368867,-0.139800245,3,VBN,1
consisted,-1.332378132,-2.384621048,1.052242916,1926,VBN,1
absoloutly,-0.425206611,,-0.425206611,1,RB,1
tiredlessly,-0.425206611,,-0.425206611,1,RB,1
antiobiotic,,-1.285406366,1.285406366,1,JJ,1
pissing,-1.758630345,-2.014758776,0.256128431,63,VBG,1
aditional,,-1.285406366,1.285406366,1,JJ,1
mihoacan,,-1.285406366,1.285406366,1,JJ,1
swooning,-0.698225105,-3.821459266,3.123234161,29,VBG,1
enquired,-1.910633438,-1.922836287,0.012202849,14,VBN,1
instrusive,-0.425206611,,-0.425206611,1,JJ,1
vertically,-1.70531453,-2.050941112,0.345626582,17,RB,1
acquainted,-1.022447441,-2.84612132,1.823673879,59,VBN,1
vending,-1.647599032,-2.092761288,0.445162256,91,VBG,1
identifying,-1.634659976,-2.102542309,0.467882332,37,VBG,1
augural,-0.425206611,,-0.425206611,1,JJ,1
unidentifyable,,-1.285406366,1.285406366,1,JJ,1
snoring,-0.647599032,-4.092761288,3.445162256,7,VBG,1
ponying,-0.747134706,-3.607334461,2.860199755,5,VBG,1
shmastic,-0.425206611,,-0.425206611,1,JJ,1
hortible,,-1.285406366,1.285406366,2,JJ,1
melanated,,-1.285406366,1.285406366,1,VBN,1
ridiculoous,-0.425206611,,-0.425206611,1,JJ,1
coatted,-0.425206611,,-0.425206611,1,VBN,1
demonic,-2.747134706,-1.607334461,-1.139800245,5,JJ,1
regifted,,-1.285406366,1.285406366,2,VBN,1
purported,-2.273203517,-1.754891649,-0.518311868,18,VBN,1
theyere,,-1.285406366,1.285406366,1,RB,1
distracted,-1.695629268,-2.057759692,0.362130423,509,VBN,1
pastured,-0.84024411,-3.285406366,2.445162256,4,VBN,1
uneasily,-2.747134706,-1.607334461,-1.139800245,5,RB,1
discustingly,,-1.285406366,1.285406366,2,RB,1
laing,-1.162172205,-2.607334461,1.445162256,15,VBG,1
grouch,-1.425206611,-2.285406366,0.860199755,20,JJ,1
dawdling,-1.747134706,-2.02237196,0.275237254,5,VBG,1
humiliated,-3.803718234,-1.431257232,-2.372461002,52,VBN,1
preheated,-2.747134706,-1.607334461,-1.139800245,5,VBN,1
examing,-0.425206611,,-0.425206611,1,VBG,1
staaarvving,-0.425206611,,-0.425206611,1,VBG,1
seprated,,-1.285406366,1.285406366,1,VBN,1
weeded,-1.425206611,-2.285406366,0.860199755,12,VBD,1
indestructable,,-1.285406366,1.285406366,1,JJ,1
shotsfired,,-1.285406366,1.285406366,1,VBN,1
itched,-0.425206611,,-0.425206611,1,VBN,1
dhared,-0.425206611,,-0.425206611,1,VBN,1
moted,-0.425206611,,-0.425206611,1,VBN,1
equitable,-1.425206611,-2.285406366,0.860199755,4,JJ,1
handicapable,-1.425206611,-2.285406366,0.860199755,2,JJ,1
aplolgized,,-1.285406366,1.285406366,1,VBN,1
plodding,-1.425206611,-2.285406366,0.860199755,6,VBG,1
former,-1.187890744,-2.569596386,1.381705642,1264,JJ,1
havethoroughly,-0.425206611,,-0.425206611,1,RB,1
righted,-1.425206611,-2.285406366,0.860199755,2,VBN,1
nepalse,-0.425206611,,-0.425206611,1,RB,1
stipped,-0.425206611,,-0.425206611,1,VBD,1
squirted,-2.145098692,-1.807359069,-0.337739623,56,VBN,1
forking,-1.332097206,-2.384942039,1.052844833,45,VBG,1
nnoying,-1.425206611,-2.285406366,0.860199755,2,VBG,1
vacillating,-0.910633438,-3.092761288,2.18212785,7,VBG,1
chafing,-1.467026787,-2.244764381,0.777737595,35,VBG,1
wrecked,-2.20947792,-1.780171058,-0.429306862,31,VBD,1
brickoven,-0.425206611,,-0.425206611,1,RB,1
squeezed,-0.860698377,-3.225728031,2.365029654,1397,VBN,1
unheeded,-1.010169112,-2.870368867,1.860199755,3,JJ,1
affectionately,-1.010169112,-2.870368867,1.860199755,48,RB,1
meowing,-0.425206611,,-0.425206611,2,VBG,1
transacted,-1.010169112,-2.870368867,1.860199755,3,VBN,1
hydrrated,,-1.285406366,1.285406366,1,VBN,1
astronimical,-0.425206611,,-0.425206611,1,JJ,1
specialize,-1.165238508,-2.602747191,1.437508683,314,VB,1
graphed,-0.425206611,,-0.425206611,1,VBN,1
defintly,-0.425206611,,-0.425206611,3,RB,1
diffinitely,-0.425206611,,-0.425206611,2,RB,1
eatten,-0.84024411,-3.285406366,2.445162256,20,VB,1
spiritually,-1.010169112,-2.870368867,1.860199755,6,RB,1
lemoned,-2.010169112,-1.870368867,-0.139800245,3,VBN,1
impressionable,-1.70531453,-2.050941112,0.345626582,17,JJ,1
1table,,-1.285406366,1.285406366,1,JJ,1
supposidly,,-1.285406366,1.285406366,1,RB,1
reviled,-1.010169112,-2.870368867,1.860199755,3,VBN,1
refashioned,,-1.285406366,1.285406366,1,VBN,1
everyyything,-0.425206611,,-0.425206611,1,VBG,1
synchronized,-0.84024411,-3.285406366,2.445162256,16,VBN,1
rejuvenated,-0.647599032,-4.092761288,3.445162256,14,VBN,1
confuzzled,-0.425206611,,-0.425206611,1,VBN,1
capitalizing,-1.647599032,-2.092761288,0.445162256,7,VBG,1
flinging,-2.425206611,-1.700443865,-0.724762746,12,VBG,1
consisteted,,-1.285406366,1.285406366,2,VBN,1
sacred,-1.550737493,-2.169929148,0.619191656,48,VBN,1
schucked,-0.425206611,,-0.425206611,1,VBN,1
greenvally,-0.425206611,,-0.425206611,1,RB,1
quintesential,-0.425206611,,-0.425206611,2,JJ,1
countering,-0.425206611,,-0.425206611,1,VBG,1
accorded,-1.425206611,-2.285406366,0.860199755,4,VBN,1
ingrained,-0.84024411,-3.285406366,2.445162256,12,VBN,1
reappeared,-3.332097206,-1.491857243,-1.840239963,60,VBN,1
toughening,,-1.285406366,1.285406366,2,VBG,1
rebuked,,-1.285406366,1.285406366,3,VBN,1
conglomerated,,-1.285406366,1.285406366,1,VBN,1
elided,-0.425206611,,-0.425206611,1,VBN,1
coverered,-0.425206611,,-0.425206611,1,VBN,1
emaciated,-1.647599032,-2.092761288,0.445162256,7,VBN,1
seasonally,-0.576148509,-4.61692051,4.040772001,151,RB,1
clamied,,-1.285406366,1.285406366,1,VBN,1
tinned,,-1.285406366,1.285406366,4,VBN,1
basiled,-1.010169112,-2.870368867,1.860199755,3,VBN,1
repeating,-1.847439612,-1.959178134,0.111738522,268,VBG,1
mockingly,,-1.285406366,1.285406366,4,RB,1
mystere,-1.330049378,-2.38728598,1.057236602,88,RB,1
engaging,-0.888430575,-3.149811029,2.261380454,619,VBG,1
businessally,-0.425206611,,-0.425206611,1,RB,1
suspecting,-2.595131612,-1.647976445,-0.947155167,9,VBG,1
bandaged,-1.647599032,-2.092761288,0.445162256,7,VBN,1
butterfingered,-0.425206611,,-0.425206611,2,VBN,1
extraordinary,-1.168656239,-2.597662726,1.429006487,1115,JJ,1
backed,-1.662582062,-2.081625256,0.419043195,613,VBD,1
conveniantly,,-1.285406366,1.285406366,1,RB,1
dissssgusting,,-1.285406366,1.285406366,1,VBG,1
concieved,-1.425206611,-2.285406366,0.860199755,2,VBN,1
constraining,,-1.285406366,1.285406366,1,VBG,1
innately,-0.425206611,,-0.425206611,2,RB,1
indebted,-0.425206611,,-0.425206611,5,JJ,1
mercilessly,-1.84024411,-1.963478271,0.123234161,8,RB,1
heavely,-0.425206611,,-0.425206611,1,RB,1
fenatic,-0.425206611,,-0.425206611,1,JJ,1
borderlined,,-1.285406366,1.285406366,2,VBN,1
unibrue,-0.425206611,,-0.425206611,1,JJ,1
occumpanied,-0.425206611,,-0.425206611,1,VBN,1
sanwhiched,,-1.285406366,1.285406366,1,VBN,1
lyonnese,-0.425206611,,-0.425206611,2,JJ,1
clotting,-0.425206611,,-0.425206611,1,VBG,1
ditched,-1.33774377,-2.37851577,1.040772001,64,VBN,1
depending,-0.933812147,-3.036393198,2.102581051,2447,VBG,1
rembering,-0.425206611,,-0.425206611,1,VBG,1
famnily,-0.425206611,,-0.425206611,1,RB,1
sploppy,,-1.285406366,1.285406366,1,JJ,1
aaaanyway,,-1.285406366,1.285406366,1,RB,1
serviced,-1.606198916,-2.124610154,0.518411238,229,VBN,1
comatosed,-0.425206611,,-0.425206611,2,VBN,1
filipino_food_glossary,-0.425206611,,-0.425206611,1,JJ,1
nhat,-2.069062801,-1.841799714,-0.227263086,25,RB,1
robably,-0.425206611,,-0.425206611,1,RB,1
glammed,-1.232561533,-2.507798787,1.275237254,7,VBN,1
seething,-1.78777669,-1.995899749,0.208123058,18,VBG,1
downswing,-0.425206611,,-0.425206611,1,VBG,1
headlined,-1.425206611,-2.285406366,0.860199755,2,VBN,1
frisking,,-1.285406366,1.285406366,1,VBG,1
overseasoned,-1.931097541,-1.911591529,-0.019506011,71,VBN,1
specual,,-1.285406366,1.285406366,1,JJ,1
sluggishly,-0.84024411,-3.285406366,2.445162256,4,RB,1
approaced,,-1.285406366,1.285406366,2,VBN,1
moutwateringly,-0.425206611,,-0.425206611,1,RB,1
sanitize,-2.162172205,-1.799979539,-0.362192666,20,VB,1
recoverying,,-1.285406366,1.285406366,1,VBG,1
cakesfeatured,,-1.285406366,1.285406366,1,VBN,1
latticed,-0.425206611,,-0.425206611,2,VBN,1
sweltered,-0.425206611,,-0.425206611,2,VBN,1
spiked,-0.92477762,-3.05799587,2.133218249,164,VBN,1
beautified,-0.425206611,,-0.425206611,1,VBN,1
freeking,-0.78777669,-3.455331367,2.667554677,9,VBG,1
overburdened,-1.540683828,-2.178491162,0.637807334,13,VBN,1
annivesary,-1.425206611,-2.285406366,0.860199755,2,JJ,1
veternarian,-0.425206611,,-0.425206611,1,JJ,1
whapping,-0.425206611,,-0.425206611,1,VBG,1
freindly,-0.907075619,-3.101694413,2.194618794,81,RB,1
energyish,,-1.285406366,1.285406366,1,JJ,1
imitable,,-1.285406366,1.285406366,1,JJ,1
consiting,-0.425206611,,-0.425206611,1,VBG,1
classed,-0.927706951,-3.050941112,2.123234161,17,VBN,1
inimitable,-0.647599032,-4.092761288,3.445162256,7,JJ,1
foreign,-1.362665145,-2.350782375,0.98811723,316,JJ,1
sparring,-1.425206611,-2.285406366,0.860199755,2,VBG,1
defenilly,-0.425206611,,-0.425206611,1,RB,1
panicking,-1.318291407,-2.400883583,1.082592176,13,VBG,1
poing,,-1.285406366,1.285406366,1,VBG,1
duting,-0.425206611,,-0.425206611,1,VBG,1
expensive,-1.34936194,-2.365460634,1.016098694,17044,JJ,1
fused,-1.036641323,-2.818838566,1.782197243,55,VBN,1
adhereing,-0.425206611,,-0.425206611,1,VBG,1
doodled,-1.425206611,-2.285406366,0.860199755,4,VBN,1
screened,-0.92270627,-3.063013945,2.140307674,24,VBN,1
eveyrthing,-0.747134706,-3.607334461,2.860199755,5,VBG,1
commercializing,-1.425206611,-2.285406366,0.860199755,2,VBG,1
assorted,-0.939070087,-3.024029278,2.084959191,871,VBN,1
googily,-0.425206611,,-0.425206611,1,RB,1
resisted,-0.862611923,-3.220311338,2.357699415,65,VBN,1
evangelical,-0.425206611,,-0.425206611,1,JJ,1
deferred,-1.162172205,-2.607334461,1.445162256,15,VBN,1
faceted,-0.425206611,,-0.425206611,6,VBN,1
confining,-0.84024411,-3.285406366,2.445162256,4,VBG,1
bristly,-1.425206611,-2.285406366,0.860199755,2,RB,1
extradinorary,,-1.285406366,1.285406366,1,JJ,1
organically,-0.84024411,-3.285406366,2.445162256,20,RB,1
panelling,-1.595131612,-2.133403272,0.53827166,9,VBG,1
examining,-1.727769381,-2.035428113,0.307658732,37,VBG,1
zestfully,-2.425206611,-1.700443865,-0.724762746,4,RB,1
unrelentingly,-2.010169112,-1.870368867,-0.139800245,3,RB,1
eitable,,-1.285406366,1.285406366,1,JJ,1
shrewdly,,-1.285406366,1.285406366,3,RB,1
madding,-0.425206611,,-0.425206611,3,VBG,1
easten,-0.425206611,,-0.425206611,1,VB,1
studious,-1.010169112,-2.870368867,1.860199755,3,JJ,1
clamping,-0.425206611,,-0.425206611,1,VBG,1
unpasteurized,-1.162172205,-2.607334461,1.445162256,5,JJ,1
confidentially,-0.425206611,,-0.425206611,2,RB,1
skinnylisious,,-1.285406366,1.285406366,1,JJ,1
whelming,-1.524742284,-2.192296962,0.667554677,60,VBG,1
dopalicious,,-1.285406366,1.285406366,1,JJ,1
ventitian,-0.425206611,,-0.425206611,1,JJ,1
yuumilious,-0.425206611,,-0.425206611,1,JJ,1
slgihtly,-0.425206611,,-0.425206611,1,RB,1
intial,-1.425206611,-2.285406366,0.860199755,8,JJ,1
unneccesary,-0.425206611,,-0.425206611,1,JJ,1
amazzzzzzzzing,-0.425206611,,-0.425206611,3,VBG,1
sepcial,,-1.285406366,1.285406366,1,JJ,1
feigning,-1.053237833,-2.787906706,1.734668873,17,VBG,1
poahed,,-1.285406366,1.285406366,1,VBN,1
interrogative,,-1.285406366,1.285406366,1,JJ,1
prebagged,-0.425206611,,-0.425206611,1,VBN,1
noving,-0.425206611,,-0.425206611,1,VBG,1
naturedly,-0.425206611,,-0.425206611,1,RB,1
inhospitably,,-1.285406366,1.285406366,1,RB,1
abusive,-3.069062801,-1.536945133,-1.532117668,50,JJ,1
seating,-0.957511494,-2.981826313,2.024314818,17472,VBG,1
detered,-0.425206611,,-0.425206611,1,VBN,1
inhospitable,-3.363806066,-1.487040227,-1.876765839,23,JJ,1
obscenely,-1.62075742,-2.113225391,0.492467971,71,RB,1
retailed,-1.425206611,-2.285406366,0.860199755,2,VBN,1
underused,-0.425206611,,-0.425206611,2,JJ,1
syeptical,-0.425206611,,-0.425206611,1,JJ,1
exterminated,,-1.285406366,1.285406366,1,VBN,1
symphatize,,-1.285406366,1.285406366,1,VB,1
scarffing,-0.425206611,,-0.425206611,1,VBG,1
dopelicious,-0.425206611,,-0.425206611,2,JJ,1
underlined,-3.232561533,-1.507798787,-1.724762746,7,JJ,1
umteen,,-1.285406366,1.285406366,1,JJ,1
wauring,,-1.285406366,1.285406366,1,VBG,1
constant,-1.185453029,-2.573102826,1.387649797,708,JJ,1
reminscing,-0.425206611,,-0.425206611,1,VBG,1
stripped,-1.107466313,-2.693491105,1.586024792,69,VBD,1
bragable,,-1.285406366,1.285406366,1,JJ,1
eligantly,-0.425206611,,-0.425206611,1,RB,1
fabricating,,-1.285406366,1.285406366,1,VBG,1
detectible,-1.425206611,-2.285406366,0.860199755,4,JJ,1
uncharismatic,-0.425206611,,-0.425206611,2,JJ,1
featuing,-0.425206611,,-0.425206611,1,VBG,1
unjapanese,-1.425206611,-2.285406366,0.860199755,2,JJ,1
utterly,-1.663690309,-2.080809528,0.417119219,571,RB,1
gnstigere,-0.425206611,,-0.425206611,1,RB,1
neglectful,-2.010169112,-1.870368867,-0.139800245,54,JJ,1
implied,-2.091469214,-1.831374735,-0.260094479,73,VBN,1
razing,-1.425206611,-2.285406366,0.860199755,2,VBG,1
dissapionted,-0.425206611,,-0.425206611,1,VBN,1
salticious,,-1.285406366,1.285406366,1,JJ,1
portraying,-1.647599032,-2.092761288,0.445162256,7,VBG,1
whiting,-0.975403693,-2.942518652,1.967114959,41,VBG,1
fascinatingly,-1.425206611,-2.285406366,0.860199755,4,RB,1
marveled,-0.85404991,-3.244764381,2.390714472,35,VBN,1
apologiezed,,-1.285406366,1.285406366,1,VBN,1
literary,-0.927706951,-3.050941112,2.123234161,17,JJ,1
pleasing,-0.986473019,-2.918961635,1.932488616,785,VBG,1
undeterred,-1.562710135,-2.159875484,0.597165349,11,JJ,1
presently,-1.044116444,-2.804780525,1.760664082,43,RB,1
extrordaniarly,-0.425206611,,-0.425206611,1,RB,1
startlingly,-2.540683828,-1.663917989,-0.876765839,13,RB,1
refundable,-2.512669452,-1.672429489,-0.840239963,17,JJ,1
underfilling,,-1.285406366,1.285406366,1,VBG,1
semantically,-0.425206611,,-0.425206611,1,RB,1
eggsactly,-0.84024411,-3.285406366,2.445162256,4,RB,1
entire,-1.302083175,-2.420026247,1.117943072,12695,JJ,1
marvalous,-0.425206611,,-0.425206611,1,JJ,1
fanfarkingtastic,-0.425206611,,-0.425206611,1,JJ,1
soemwhere,,-1.285406366,1.285406366,1,RB,1
scrumptdillyious,-0.425206611,,-0.425206611,1,JJ,1
squezzed,-0.425206611,,-0.425206611,2,VBN,1
unmemborable,,-1.285406366,1.285406366,1,JJ,1
terable,-0.425206611,,-0.425206611,1,JJ,1
synthetically,,-1.285406366,1.285406366,1,RB,1
apologetic,-2.13880495,-1.810111111,-0.328693838,1184,JJ,1
appologetic,,-1.285406366,1.285406366,3,JJ,1
compinsated,,-1.285406366,1.285406366,1,VBN,1
packing,-1.196035657,-2.557984544,1.361948888,273,VBG,1
napolean,-1.425206611,-2.285406366,0.860199755,40,JJ,1
healing,-0.799602126,-3.414689383,2.615087257,35,VBG,1
absoluted,-0.425206611,,-0.425206611,1,VBN,1
bayous,-0.425206611,,-0.425206611,1,JJ,1
auctioning,-2.595131612,-1.647976445,-0.947155167,9,VBG,1
yamazing,-0.425206611,,-0.425206611,1,VBG,1
principally,-0.747134706,-3.607334461,2.860199755,5,RB,1
anthropological,-0.425206611,,-0.425206611,4,JJ,1
hereing,-0.425206611,,-0.425206611,1,VBG,1
dudded,-0.425206611,,-0.425206611,1,VBN,1
abhorrently,,-1.285406366,1.285406366,1,RB,1
hammered,-1.091023364,-2.721103336,1.630079972,211,VBN,1
conversing,-1.247419492,-2.488223249,1.240803757,122,VBG,1
prized,-1.044116444,-2.804780525,1.760664082,43,VBN,1
absoltely,-0.425206611,,-0.425206611,1,RB,1
spearing,-0.425206611,,-0.425206611,4,VBG,1
habitually,-1.425206611,-2.285406366,0.860199755,10,RB,1
paroled,-0.425206611,,-0.425206611,1,VBN,1
llprobably,-0.425206611,,-0.425206611,1,RB,1
finallyremoved,,-1.285406366,1.285406366,1,VBN,1
experiential,-0.647599032,-4.092761288,3.445162256,7,JJ,1
documenting,,-1.285406366,1.285406366,4,VBG,1
narcisisstic,-0.425206611,,-0.425206611,1,JJ,1
onomatopoetic,-0.425206611,,-0.425206611,1,JJ,1
holds,-0.838955414,-3.289279375,2.450323961,746,VBZ,1
frere,-0.425206611,,-0.425206611,3,RB,1
wittiest,-0.425206611,,-0.425206611,2,JJS,1
criticized,-1.287703087,-2.437409459,1.149706372,20,VBN,1
chasing,-2.023844048,-1.863579701,-0.160264348,106,VBG,1
dolled,-1.023844048,-2.843401819,1.819557771,53,VBN,1
trembling,-1.010169112,-2.870368867,1.860199755,6,VBG,1
deigning,,-1.285406366,1.285406366,1,VBG,1
sensitively,-0.425206611,,-0.425206611,2,RB,1
furious,-3.456233506,-1.473673003,-1.982560503,188,JJ,1
subsequently,-1.281842436,-2.444604961,1.162762525,134,RB,1
touble,,-1.285406366,1.285406366,1,JJ,1
cloggingly,-2.010169112,-1.870368867,-0.139800245,3,RB,1
riced,-1.647599032,-2.092761288,0.445162256,14,VBN,1
twirly,-0.425206611,,-0.425206611,1,RB,1
accredited,,-1.285406366,1.285406366,2,VBN,1
willdly,-0.425206611,,-0.425206611,1,RB,1
hookered,-0.425206611,,-0.425206611,1,VBN,1
sapling,-0.425206611,,-0.425206611,1,VBG,1
bolded,-0.425206611,,-0.425206611,1,VBN,1
nexted,,-1.285406366,1.285406366,1,VBN,1
overbearing,-0.719653969,-3.722811678,3.003157709,780,VBG,1
strobing,-0.425206611,,-0.425206611,1,VBG,1
cladding,,-1.285406366,1.285406366,1,VBG,1
aisling,-0.425206611,,-0.425206611,1,VBG,1
blindfolded,-1.242342554,-2.494859732,1.252517178,37,VBN,1
unsatisfiying,,-1.285406366,1.285406366,1,VBG,1
wolved,-0.425206611,,-0.425206611,1,VBN,1
phonetic,-0.425206611,,-0.425206611,2,JJ,1
recoated,,-1.285406366,1.285406366,1,VBN,1
sexual,-1.544505539,-2.175223448,0.630717909,126,JJ,1
reassonable,,-1.285406366,1.285406366,1,JJ,1
colonnaded,-0.425206611,,-0.425206611,1,VBN,1
hashed,-0.760390802,-3.555495529,2.795104727,82,VBN,1
fluctuated,-0.688241017,-3.870368867,3.18212785,6,VBN,1
jumbolicious,-0.425206611,,-0.425206611,1,JJ,1
600th,-0.425206611,,-0.425206611,4,JJ,1
oaxacan,-0.84024411,-3.285406366,2.445162256,40,JJ,1
soothingly,-0.425206611,,-0.425206611,1,RB,1
geeeeenious,-0.425206611,,-0.425206611,1,JJ,1
braced,-0.66621471,-3.985846084,3.319631374,13,VBN,1
gargantuous,,-1.285406366,1.285406366,1,JJ,1
immidiately,-1.425206611,-2.285406366,0.860199755,2,RB,1
reached,-1.648324551,-2.092217388,0.443892836,663,VBN,1
spelling,-0.924921825,-3.057647435,2.13272561,345,VBG,1
drenced,-0.425206611,,-0.425206611,1,VBN,1
wagered,-0.425206611,,-0.425206611,3,VBD,1
preassembled,,-1.285406366,1.285406366,2,VBN,1
bascally,,-1.285406366,1.285406366,1,RB,1
yearned,-0.910633438,-3.092761288,2.18212785,14,VBN,1
emperical,,-1.285406366,1.285406366,1,JJ,1
secreted,,-1.285406366,1.285406366,1,VBN,1
gingerly,-0.965774992,-2.963478271,1.997703279,16,RB,1
typlical,-0.425206611,,-0.425206611,1,JJ,1
unfortunatelly,-1.010169112,-2.870368867,1.860199755,3,RB,1
lled,,-1.285406366,1.285406366,1,VBN,1
aethstetically,,-1.285406366,1.285406366,1,RB,1
inexorable,-0.425206611,,-0.425206611,1,JJ,1
whiniest,-1.425206611,-2.285406366,0.860199755,2,JJS,1
contemptuous,-2.747134706,-1.607334461,-1.139800245,10,JJ,1
inexorably,-1.425206611,-2.285406366,0.860199755,2,RB,1
ejaculated,,-1.285406366,1.285406366,1,VBN,1
definably,-0.425206611,,-0.425206611,3,RB,1
demurred,-0.425206611,,-0.425206611,2,VBN,1
definable,-1.162172205,-2.607334461,1.445162256,5,JJ,1
spontanious,-0.425206611,,-0.425206611,1,JJ,1
lolling,-0.425206611,,-0.425206611,1,VBG,1
emitting,-0.84024411,-3.285406366,2.445162256,8,VBG,1
hijacking,-0.425206611,,-0.425206611,1,VBG,1
panelled,-0.84024411,-3.285406366,2.445162256,4,VBN,1
upseting,,-1.285406366,1.285406366,2,VBG,1
pleaantly,,-1.285406366,1.285406366,1,RB,1
expcting,-1.425206611,-2.285406366,0.860199755,2,VBG,1
ultimatly,,-1.285406366,1.285406366,1,RB,1
untaken,,-1.285406366,1.285406366,1,JJ,1
taiwanese,-1.019950132,-2.851003542,1.831053409,370,JJ,1
errthing,-0.425206611,,-0.425206611,1,VBG,1
parparing,,-1.285406366,1.285406366,1,VBG,1
igoogled,-0.425206611,,-0.425206611,1,VBN,1
predated,-0.425206611,,-0.425206611,1,VBN,1
farely,-1.010169112,-2.870368867,1.860199755,3,RB,1
unignorable,-0.425206611,,-0.425206611,1,JJ,1
reognized,-0.425206611,,-0.425206611,1,VBN,1
etching,,-1.285406366,1.285406366,1,VBG,1
fantaatic,-0.425206611,,-0.425206611,1,JJ,1
revoked,-1.884638229,-1.937483062,0.052844833,11,VBN,1
equal,-1.272834117,-2.455793251,1.182959135,781,JJ,1
unauthorised,,-1.285406366,1.285406366,1,JJ,1
attenative,-1.010169112,-2.870368867,1.860199755,3,JJ,1
expereienced,-0.425206611,,-0.425206611,1,VBN,1
magnetized,-1.010169112,-2.870368867,1.860199755,3,VBN,1
gratuitious,-0.425206611,,-0.425206611,1,JJ,1
amaaaaaaaaaaaaaaaaaaaaaaaaaaazing,-0.425206611,,-0.425206611,1,VBG,1
recieced,,-1.285406366,1.285406366,1,VBN,1
sardonically,-0.425206611,,-0.425206611,1,RB,1
welcoming,-0.742036145,-3.627910822,2.885874677,3672,VBG,1
ensuing,-0.977747634,-2.937483062,1.959735429,22,VBG,1
extreeeeemely,,-1.285406366,1.285406366,2,RB,1
unconvential,-0.425206611,,-0.425206611,1,JJ,1
weighed,-1.293962078,-2.429796275,1.135834198,168,VBN,1
sequentially,-0.747134706,-3.607334461,2.860199755,5,RB,1
evertyhing,,-1.285406366,1.285406366,1,VBG,1
fingerlicking,-0.84024411,-3.285406366,2.445162256,4,VBG,1
chating,,-1.285406366,1.285406366,1,VBG,1
comparible,-1.425206611,-2.285406366,0.860199755,2,JJ,1
intially,-1.077283307,-2.744837985,1.667554677,11,RB,1
incaffinated,,-1.285406366,1.285406366,1,VBN,1
disoriented,-1.232561533,-2.507798787,1.275237254,21,VBN,1
exceedingly,-1.243599804,-2.493211251,1.249611447,164,RB,1
redeemable,-3.232561533,-1.507798787,-1.724762746,21,JJ,1
everyewhere,-0.425206611,,-0.425206611,1,RB,1
dummed,-0.425206611,,-0.425206611,1,VBN,1
numbering,-1.617851689,-2.115481364,0.497629676,16,VBG,1
snippily,,-1.285406366,1.285406366,1,RB,1
sympathetically,,-1.285406366,1.285406366,1,RB,1
hazing,-2.010169112,-1.870368867,-0.139800245,6,VBG,1
combusted,-0.425206611,,-0.425206611,1,VBN,1
repetitious,-1.84024411,-1.963478271,0.123234161,8,JJ,1
demographic,-1.78620427,-1.996901273,0.210697002,131,JJ,1
recommending,-1.121629542,-2.670368201,1.548738659,807,VBG,1
embossed,-0.647599032,-4.092761288,3.445162256,7,VBN,1
reformed,-1.062636531,-2.770833193,1.708196662,14,VBN,1
characteristically,-2.010169112,-1.870368867,-0.139800245,6,RB,1
resolved,-1.633924095,-2.103103232,0.469179137,245,VBN,1
deliscious,-0.566069147,-4.711671121,4.145601974,43,JJ,1
wiling,-1.088171624,-2.725978957,1.637807334,19,VBG,1
creamified,-0.425206611,,-0.425206611,1,VBN,1
